nose,nose,nose,leftEye,leftEye,leftEye,rightEye,rightEye,rightEye,leftEar,leftEar,leftEar,rightEar,rightEar,rightEar,leftShoulderJC,leftShoulderJC,leftShoulderJC,rightShoulderJC,rightShoulderJC,rightShoulderJC,leftElbowJC,leftElbowJC,leftElbowJC,rightElbowJC,rightElbowJC,rightElbowJC,leftWristJC,leftWristJC,leftWristJC,rightWristJC,rightWristJC,rightWristJC,leftHipJC,leftHipJC,leftHipJC,rightHipJC,rightHipJC,rightHipJC,leftKneeJC,leftKneeJC,leftKneeJC,rightKneeJC,rightKneeJC,rightKneeJC,leftAnkleJC,leftAnkleJC,leftAnkleJC,rightAnkleJC,rightAnkleJC,rightAnkleJC,leftFirstToe,leftFirstToe,leftFirstToe,leftFifthToe,leftFifthToe,leftFifthToe,leftHeel,leftHeel,leftHeel,rightFirstToe,rightFirstToe,rightFirstToe,rightFifthToe,rightFifthToe,rightFifthToe,rightHeel,rightHeel,rightHeel
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
-0.047009103,-0.57622635,-0.192639,-0.013988462,-0.6110499,-0.1801064,-0.081738025,-0.6097622,-0.18070966,0.060451172,-0.6115389,-0.100404784,-0.15345526,-0.60669917,-0.10171326,0.10965339,-0.44886208,-0.029586893,-0.1896107,-0.43888023,-0.02571835,0.17033976,-0.18623435,-0.023909809,-0.25017393,-0.17283677,-0.015498586,0.1569701,0.04297522,-0.06167903,-0.24407737,0.049751814,-0.06811391,0.07226376,0.015402458,-0.021230157,-0.12992702,0.0184992,-0.019189358,0.12058723,0.4226148,0.02282302,-0.15307681,0.4284518,0.026666913,0.1601663,0.8153337,0.10854921,-0.17100249,0.8255272,0.11036247,0.18143184,0.8883172,-0.054076392,0.22813815,0.87713546,-0.009555563,0.15509693,0.86209,0.14961132,-0.1810074,0.8961875,-0.05532644,-0.23144358,0.8888742,-0.012323427,-0.16598931,0.8720913,0.15177143
-0.05027789,-0.58323616,-0.192168,-0.0165071,-0.6176157,-0.17963347,-0.08486819,-0.6166283,-0.17933671,0.060609713,-0.6174102,-0.10010715,-0.15669075,-0.61376333,-0.0983187,0.10879332,-0.45389187,-0.027018093,-0.19172089,-0.44776416,-0.02395046,0.17085126,-0.19126116,-0.022092052,-0.25320756,-0.18303867,-0.015102869,0.15971756,0.040179,-0.062640905,-0.24616729,0.041715566,-0.067034096,0.07136833,0.008325493,-0.020717056,-0.13143036,0.010969553,-0.018568946,0.120450474,0.41579726,0.023380082,-0.15169768,0.42073295,0.028056242,0.161212,0.8093451,0.10566775,-0.16966549,0.8177878,0.11228259,0.18578686,0.88128966,-0.058899723,0.2318557,0.86967826,-0.013337659,0.15522097,0.85599375,0.14708814,-0.17870644,0.89112246,-0.05306814,-0.2298133,0.88317704,-0.0097617125,-0.16424249,0.8639942,0.15415102
-0.050631255,-0.5866,-0.1925716,-0.016595403,-0.62092584,-0.18011706,-0.08523398,-0.62015265,-0.17951353,0.061436307,-0.6196169,-0.10118254,-0.15693383,-0.6167864,-0.09828872,0.10814698,-0.45560527,-0.0254841,-0.19232076,-0.4518226,-0.02478227,0.16982943,-0.19296373,-0.020335857,-0.25474396,-0.18655097,-0.01682819,0.16002697,0.038629364,-0.06312767,-0.24824256,0.039445493,-0.06825983,0.06960476,0.0055486457,-0.019689132,-0.13358855,0.007978391,-0.01817135,0.119293,0.41320673,0.022917937,-0.1527477,0.41732347,0.028328901,0.16087765,0.8063846,0.105358005,-0.17131974,0.8154561,0.11056268,0.18596911,0.8792566,-0.05865666,0.2319694,0.86731756,-0.013221554,0.15483733,0.85289717,0.14670889,-0.17910315,0.88819426,-0.054836713,-0.23057055,0.8804775,-0.011912783,-0.16624415,0.86199224,0.15217869
-0.050028127,-0.5809604,-0.19142205,-0.015809335,-0.61516625,-0.1794781,-0.08463108,-0.61485255,-0.17918012,0.06210386,-0.6153864,-0.100886814,-0.15658255,-0.613367,-0.09883893,0.10940376,-0.45174545,-0.026155274,-0.19082831,-0.44832924,-0.023861304,0.1695024,-0.18843178,-0.021157121,-0.25281954,-0.18373203,-0.015902182,0.15908605,0.041059125,-0.060890306,-0.24770729,0.042157125,-0.066479884,0.06999441,0.009365266,-0.019314038,-0.1328068,0.011522915,-0.017618438,0.12067047,0.4168513,0.02432764,-0.15191709,0.4213445,0.0291277,0.16191453,0.80985624,0.106545284,-0.16952813,0.8186356,0.110991895,0.18808663,0.8826767,-0.05728793,0.23364256,0.8708884,-0.011605399,0.15597086,0.8567767,0.14746523,-0.1772304,0.8907253,-0.054492272,-0.22860563,0.8832004,-0.011536536,-0.16463688,0.86538094,0.15222597
-0.049185753,-0.5826398,-0.19024208,-0.014982708,-0.6168868,-0.17836164,-0.08391136,-0.6162869,-0.17774518,0.063039474,-0.6174857,-0.09980505,-0.15603764,-0.614771,-0.09686193,0.10986867,-0.45389587,-0.025837623,-0.19059022,-0.4489154,-0.022756968,0.17186569,-0.19010676,-0.020298721,-0.25103545,-0.18461764,-0.014357772,0.15996033,0.038046636,-0.060758512,-0.24688907,0.04151259,-0.06472183,0.07029685,0.008258354,-0.019534077,-0.13244578,0.010451419,-0.017251657,0.12146756,0.4154423,0.025848791,-0.1519681,0.4199919,0.031865634,0.16313156,0.80914,0.105695255,-0.16756222,0.8172108,0.11341466,0.18986207,0.880701,-0.058829352,0.23542078,0.8688177,-0.0131085105,0.15675981,0.85617834,0.14662987,-0.17609014,0.8901603,-0.051997636,-0.2273606,0.88238573,-0.008707812,-0.16202682,0.8637027,0.15488434
-0.047500208,-0.5772138,-0.19075455,-0.013775656,-0.61159325,-0.1785667,-0.082688056,-0.61049277,-0.17852083,0.062365428,-0.6118518,-0.09921285,-0.15579951,-0.6088291,-0.09846194,0.10933747,-0.44815528,-0.026807211,-0.19035113,-0.4426747,-0.024129448,0.17093831,-0.185077,-0.019763872,-0.25141475,-0.17817254,-0.016065918,0.15822835,0.04432708,-0.05993243,-0.2431856,0.047265295,-0.064534314,0.069935225,0.01374677,-0.018911358,-0.13283604,0.016046628,-0.016387742,0.123081975,0.42156547,0.027382527,-0.15246862,0.42617455,0.03171138,0.16309598,0.81480503,0.107882254,-0.16834912,0.82293266,0.11407894,0.1930333,0.8860663,-0.056129783,0.23746592,0.87403876,-0.009848958,0.15635803,0.8622177,0.14836414,-0.17619637,0.8961385,-0.051099677,-0.22806932,0.8886682,-0.00758423,-0.16321805,0.86972743,0.15539232
-0.048049584,-0.58536017,-0.19151707,-0.014216701,-0.6197273,-0.17947793,-0.08315128,-0.61838084,-0.17906499,0.06345084,-0.6197178,-0.10147017,-0.15663432,-0.6158791,-0.09952998,0.109698795,-0.4561305,-0.027329985,-0.19094935,-0.45017517,-0.025214674,0.17351148,-0.19350824,-0.019742787,-0.25244486,-0.18638922,-0.016180312,0.16231422,0.036075477,-0.059533447,-0.24770574,0.039620254,-0.065089345,0.070873305,0.006378268,-0.019534487,-0.13168484,0.008967653,-0.017343577,0.12154838,0.41356814,0.026467886,-0.1497359,0.41789708,0.030978562,0.1617783,0.8077126,0.10579074,-0.167724,0.8155244,0.11174546,0.19140548,0.8784814,-0.059077613,0.23645888,0.86634356,-0.012513094,0.15489097,0.8546268,0.14689706,-0.17410381,0.88937974,-0.05367314,-0.22657616,0.88167393,-0.01043121,-0.16242868,0.86182266,0.15349081
-0.04738378,-0.57954574,-0.1904477,-0.013710547,-0.61413693,-0.17832823,-0.08241102,-0.61289155,-0.17797963,0.063000634,-0.6147772,-0.09890964,-0.15490288,-0.6113779,-0.09705834,0.11049816,-0.45090038,-0.025853414,-0.18917684,-0.44543767,-0.023254948,0.17358299,-0.18827881,-0.019969063,-0.24974911,-0.18185973,-0.014586808,0.16094176,0.04140805,-0.05861795,-0.24391674,0.04395582,-0.062900044,0.071681745,0.0110001825,-0.01787929,-0.13092296,0.013507849,-0.01575296,0.12449499,0.41880792,0.027743984,-0.15012406,0.4230287,0.032591805,0.16526154,0.8121839,0.10780831,-0.16619438,0.8195075,0.114414304,0.19504678,0.88379794,-0.056719,0.23944275,0.87161624,-0.010464434,0.15854996,0.8593941,0.14864603,-0.17410304,0.89358974,-0.05012514,-0.22597808,0.88586307,-0.006640888,-0.1608212,0.866122,0.15581739
-0.04780366,-0.58933747,-0.19182721,-0.013986731,-0.623787,-0.17957622,-0.08258465,-0.6226178,-0.17901605,0.06370403,-0.6235444,-0.10106648,-0.15517917,-0.6201355,-0.09863628,0.110252045,-0.46024185,-0.027258053,-0.19022952,-0.45456243,-0.025658138,0.17472574,-0.19773161,-0.019359773,-0.25166124,-0.19042946,-0.015830334,0.16353606,0.03352952,-0.059750948,-0.24716648,0.035205226,-0.065154806,0.07308722,0.0021403432,-0.01937607,-0.12958531,0.004829597,-0.017279422,0.12230449,0.40928352,0.027116727,-0.14896071,0.41349915,0.031141426,0.16277558,0.80343467,0.10638081,-0.16615064,0.81135124,0.1115268,0.19097483,0.8769618,-0.05653199,0.2365192,0.86427945,-0.01062268,0.15575655,0.8502299,0.1473341,-0.17459516,0.88557476,-0.05255389,-0.22633637,0.8776342,-0.009208311,-0.16037446,0.85789365,0.15288165
